classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
23804514,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,65.54,2016-12-26 05:00:40 UTC,,,"{""session"":""63720b6ad066195e389882da1a02bc20f873e4f20dbccfc8885aa2314a885f0b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-26T05:00:30.135Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-26T05:00:40.054Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":800,""clientHeight"":600,""naturalWidth"":800,""naturalHeight"":600}]}","[{""task"":""T0"",""task_label"":""Circle this image for street smoothness, defects and/or line-markings."",""value"":[{""r"":113.59577456930342,""x"":448.796875,""y"":466,""tool"":3,""angle"":-26.11391263029071,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":82.80096617793781,""x"":656.796875,""y"":408,""tool"":3,""angle"":-37.14668669802178,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":66.24198064671678,""x"":618.796875,""y"":243,""tool"":3,""angle"":-28.88658176691071,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":70.2353187506115,""x"":252.796875,""y"":184,""tool"":3,""angle"":-28.024500532070256,""frame"":0,""details"":[],""tool_label"":""Shadows""}]}]","{""5050059"":{""retired"":null,""Filename"":""1461429104.4.jpg""}}",5050059
23804519,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,65.54,2016-12-26 05:00:57 UTC,,,"{""session"":""63720b6ad066195e389882da1a02bc20f873e4f20dbccfc8885aa2314a885f0b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-26T05:00:41.055Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-26T05:00:57.028Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":800,""clientHeight"":600,""naturalWidth"":800,""naturalHeight"":600}]}","[{""task"":""T0"",""task_label"":""Circle this image for street smoothness, defects and/or line-markings."",""value"":[{""r"":239.3762728425689,""x"":390.796875,""y"":319,""tool"":0,""angle"":-32.89342204848818,""frame"":0,""details"":[],""tool_label"":""Smooth - No defects \u0026 No Shadows""},{""r"":64.4980619863884,""x"":698.796875,""y"":274,""tool"":2,""angle"":-29.74488129694222,""frame"":0,""details"":[],""tool_label"":""Street markings""},{""r"":44.384682042344295,""x"":645.796875,""y"":152,""tool"":2,""angle"":-22.520565602896887,""frame"":0,""details"":[],""tool_label"":""Street markings""},{""r"":34.52535300326414,""x"":609.796875,""y"":74,""tool"":2,""angle"":-10.007979801441339,""frame"":0,""details"":[],""tool_label"":""Street markings""},{""r"":47.80167361086848,""x"":740.796875,""y"":445,""tool"":2,""angle"":-15.780753309515388,""frame"":0,""details"":[],""tool_label"":""Street markings""}]}]","{""5051396"":{""retired"":null,""Filename"":""1461430521.6.jpg""}}",5051396
23804524,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,65.54,2016-12-26 05:01:09 UTC,,,"{""session"":""63720b6ad066195e389882da1a02bc20f873e4f20dbccfc8885aa2314a885f0b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-26T05:00:58.126Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-26T05:01:09.269Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":800,""clientHeight"":600,""naturalWidth"":800,""naturalHeight"":600}]}","[{""task"":""T0"",""task_label"":""Circle this image for street smoothness, defects and/or line-markings."",""value"":[{""r"":140.2355161861645,""x"":264.796875,""y"":369,""tool"":3,""angle"":-23.091295171818082,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":75.59100475585703,""x"":384.796875,""y"":146,""tool"":3,""angle"":-27.58202920779716,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":100.18482919085105,""x"":538.796875,""y"":451,""tool"":3,""angle"":-27.332359492167686,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":78.77182237323191,""x"":96.796875,""y"":173,""tool"":3,""angle"":-33.084852928734975,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":40.607881008493905,""x"":235.796875,""y"":143,""tool"":3,""angle"":-37.99873244250467,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":72.20110802473879,""x"":549.796875,""y"":152,""tool"":3,""angle"":-36.55247275209154,""frame"":0,""details"":[],""tool_label"":""Shadows""}]}]","{""5049903"":{""retired"":null,""Filename"":""1461428929.6.jpg""}}",5049903
23804531,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,65.54,2016-12-26 05:01:28 UTC,,,"{""session"":""63720b6ad066195e389882da1a02bc20f873e4f20dbccfc8885aa2314a885f0b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-26T05:01:10.088Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-26T05:01:28.210Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":800,""clientHeight"":600,""naturalWidth"":800,""naturalHeight"":600}]}","[{""task"":""T0"",""task_label"":""Circle this image for street smoothness, defects and/or line-markings."",""value"":[{""r"":75.66372975210778,""x"":650.796875,""y"":372,""tool"":1,""angle"":-44.46454101443547,""frame"":0,""details"":[{""value"":[2]}],""tool_label"":""Not Smooth - Road has defects. Please mark the defect.""},{""r"":77.20103626247513,""x"":513.796875,""y"":305,""tool"":1,""angle"":-36.57303097851933,""frame"":0,""details"":[{""value"":[2]}],""tool_label"":""Not Smooth - Road has defects. Please mark the defect.""},{""r"":76.66159403508382,""x"":357.796875,""y"":508,""tool"":1,""angle"":-30.579226872489016,""frame"":0,""details"":[{""value"":[2]}],""tool_label"":""Not Smooth - Road has defects. Please mark the defect.""}]}]","{""5049929"":{""retired"":null,""Filename"":""1461428950.8.jpg""}}",5049929
23804536,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,65.54,2016-12-26 05:01:47 UTC,,,"{""session"":""63720b6ad066195e389882da1a02bc20f873e4f20dbccfc8885aa2314a885f0b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-26T05:01:30.916Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-26T05:01:47.623Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":824,""clientHeight"":618,""naturalWidth"":1024,""naturalHeight"":768}]}","[{""task"":""T0"",""task_label"":""Circle this image for street smoothness, defects and/or line-markings."",""value"":[{""r"":147.9267359202672,""x"":481.92306831957137,""y"":401.3879098930549,""tool"":3,""angle"":-31.95436420752402,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":113.05037070099495,""x"":823.6619840160085,""y"":582.8202159128258,""tool"":0,""angle"":-33.34070864555834,""frame"":0,""details"":[],""tool_label"":""Smooth - No defects \u0026 No Shadows""},{""r"":91.22541309958721,""x"":233.38567508579885,""y"":579.0921548302277,""tool"":0,""angle"":-24.120984174706575,""frame"":0,""details"":[],""tool_label"":""Smooth - No defects \u0026 No Shadows""}]}]","{""5043053"":{""retired"":null,""Filename"":""1460817442.4.jpg""}}",5043053
23804541,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,65.54,2016-12-26 05:02:03 UTC,,,"{""session"":""63720b6ad066195e389882da1a02bc20f873e4f20dbccfc8885aa2314a885f0b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-26T05:01:48.432Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-26T05:02:02.949Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":824,""clientHeight"":296,""naturalWidth"":1024,""naturalHeight"":368}]}","[{""task"":""T0"",""task_label"":""Circle this image for street smoothness, defects and/or line-markings."",""value"":[{""r"":74.6045192440724,""x"":422.2718446601942,""y"":267.18446601941747,""tool"":3,""angle"":-29.981639368849333,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":73.9913352530228,""x"":228.40776699029126,""y"":257.24271844660194,""tool"":3,""angle"":-29.148071845713037,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":56.26647076124218,""x"":418.54368932038835,""y"":126.75728155339806,""tool"":3,""angle"":-6.340191745909909,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":52.84111316621493,""x"":549.0291262135922,""y"":114.33009708737865,""tool"":3,""angle"":-41.18592516570965,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":66.47091756895105,""x"":592.5242718446602,""y"":292.0388349514563,""tool"":3,""angle"":-20.80679101271123,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":69.47007308737209,""x"":73.06796116504854,""y"":268.4271844660194,""tool"":3,""angle"":-47.17474411461004,""frame"":0,""details"":[],""tool_label"":""Shadows""}]}]","{""5043971"":{""retired"":null,""Filename"":""1460636928.4.jpg""}}",5043971
23804548,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,65.54,2016-12-26 05:02:22 UTC,,,"{""session"":""63720b6ad066195e389882da1a02bc20f873e4f20dbccfc8885aa2314a885f0b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-26T05:02:04.031Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-26T05:02:22.375Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":800,""clientHeight"":600,""naturalWidth"":800,""naturalHeight"":600}]}","[{""task"":""T0"",""task_label"":""Circle this image for street smoothness, defects and/or line-markings."",""value"":[{""r"":104.84750831564858,""x"":427.796875,""y"":382,""tool"":1,""angle"":-32.93223104134667,""frame"":0,""details"":[{""value"":[0]}],""tool_label"":""Not Smooth - Road has defects. Please mark the defect.""},{""r"":51.92301994298868,""x"":396.796875,""y"":155,""tool"":1,""angle"":-15.642246457208728,""frame"":0,""details"":[{""value"":[0]}],""tool_label"":""Not Smooth - Road has defects. Please mark the defect.""},{""r"":91.21403400793103,""x"":639.796875,""y"":188,""tool"":0,""angle"":-37.8749836510982,""frame"":0,""details"":[],""tool_label"":""Smooth - No defects \u0026 No Shadows""},{""r"":53.25410782277739,""x"":711.796875,""y"":385,""tool"":0,""angle"":-34.28687697720896,""frame"":0,""details"":[],""tool_label"":""Smooth - No defects \u0026 No Shadows""}]}]","{""5046437"":{""retired"":null,""Filename"":""1461938633.8.jpg""}}",5046437
23804559,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,65.54,2016-12-26 05:03:03 UTC,,,"{""session"":""63720b6ad066195e389882da1a02bc20f873e4f20dbccfc8885aa2314a885f0b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-26T05:02:23.562Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-26T05:03:03.443Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":824,""clientHeight"":618,""naturalWidth"":1024,""naturalHeight"":768}]}","[{""task"":""T0"",""task_label"":""Circle this image for street smoothness, defects and/or line-markings."",""value"":[{""r"":49.76957421569067,""x"":685.7237307712651,""y"":632.5276970141326,""tool"":2,""angle"":-2.8624053672220766,""frame"":0,""details"":[],""tool_label"":""Street markings""},{""r"":44.04093846052766,""x"":546.5427905603523,""y"":555.4811013071069,""tool"":2,""angle"":-16.389541099917952,""frame"":0,""details"":[],""tool_label"":""Street markings""},{""r"":36.23023961935228,""x"":421.03140697729714,""y"":482.1625666826789,""tool"":2,""angle"":-5.906141403353882,""frame"":0,""details"":[],""tool_label"":""Street markings""},{""r"":36.03792286529446,""x"":305.46151912359323,""y"":412.57209314084895,""tool"":2,""angle"":-43.60282038565272,""frame"":0,""details"":[],""tool_label"":""Street markings""},{""r"":41.755023082696624,""x"":380.0227370937247,""y"":257.2362146992643,""tool"":2,""angle"":-53.47114598624928,""frame"":0,""details"":[],""tool_label"":""Street markings""},{""r"":25.588491067408665,""x"":397.42035462008874,""y"":421.27090233357774,""tool"":2,""angle"":-29.05460530017908,""frame"":0,""details"":[],""tool_label"":""Street markings""},{""r"":37.56945092646092,""x"":168.76595284501803,""y"":305.70100877303867,""tool"":3,""angle"":-34.215703448013485,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":28.118796875696855,""x"":274.39434496937133,""y"":304.458321745506,""tool"":3,""angle"":-45.00000141463118,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":23.215308451041665,""x"":360.13974563502285,""y"":325.5840012135615,""tool"":3,""angle"":-15.524111726363488,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":26.88342986369792,""x"":790.1094359294493,""y"":341.7389325714863,""tool"":3,""angle"":-33.69006883179341,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":44.07598969624406,""x"":809.9924273881511,""y"":454.82345207696,""tool"":0,""angle"":-40.42608013673828,""frame"":0,""details"":[],""tool_label"":""Smooth - No defects \u0026 No Shadows""},{""r"":56.919947740225815,""x"":885.7963323244517,""y"":592.7617121330873,""tool"":0,""angle"":-36.1193421966834,""frame"":0,""details"":[],""tool_label"":""Smooth - No defects \u0026 No Shadows""},{""r"":58.932719273930296,""x"":942.9599327682193,""y"":434.94045963643714,""tool"":0,""angle"":-42.436231197505165,""frame"":0,""details"":[],""tool_label"":""Smooth - No defects \u0026 No Shadows""},{""r"":55.69955430166694,""x"":462.04007686086965,""y"":644.9545672894598,""tool"":0,""angle"":-38.65980963421808,""frame"":0,""details"":[],""tool_label"":""Smooth - No defects \u0026 No Shadows""}]}]","{""5043233"":{""retired"":null,""Filename"":""1460817599.4.jpg""}}",5043233
23804563,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,65.54,2016-12-26 05:03:16 UTC,,,"{""session"":""63720b6ad066195e389882da1a02bc20f873e4f20dbccfc8885aa2314a885f0b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-26T05:03:04.358Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-26T05:03:16.120Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":800,""clientHeight"":600,""naturalWidth"":800,""naturalHeight"":600}]}","[{""task"":""T0"",""task_label"":""Circle this image for street smoothness, defects and/or line-markings."",""value"":[{""r"":58.66856057549052,""x"":457.796875,""y"":497,""tool"":3,""angle"":-29.623748751173814,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":73.38937252763509,""x"":591.796875,""y"":494,""tool"":3,""angle"":-19.916405993809086,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":67.7421582177598,""x"":302.796875,""y"":519,""tool"":3,""angle"":-31.108808828545143,""frame"":0,""details"":[],""tool_label"":""Shadows""}]}]","{""5049065"":{""retired"":null,""Filename"":""1461428034.4.jpg""}}",5049065
23866024,not-logged-in-a9ea34ccb4209d0a10f8,,a9ea34ccb4209d0a10f8,3093,MAIN,65.54,2016-12-27 20:49:31 UTC,,,"{""session"":""4b8af32b1647f9c2c6e18bc6af146187bb1d9bac7991f72135dce165d3d0c7dd"",""viewport"":{""width"":1434,""height"":776},""started_at"":""2016-12-27T20:46:07.741Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-27T20:49:31.227Z"",""live_project"":false,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":800,""clientHeight"":600,""naturalWidth"":800,""naturalHeight"":600}]}","[{""task"":""T0"",""task_label"":""Circle this image for street smoothness, defects and/or line-markings."",""value"":[{""r"":204.74862636901864,""x"":332.796875,""y"":284,""tool"":0,""angle"":-39.053136946026505,""frame"":0,""details"":[],""tool_label"":""Smooth - No defects \u0026 No Shadows""}]}]","{""5049304"":{""retired"":null,""Filename"":""1461428261.4.jpg""}}",5049304
23866028,not-logged-in-a9ea34ccb4209d0a10f8,,a9ea34ccb4209d0a10f8,3093,MAIN,65.54,2016-12-27 20:49:39 UTC,,,"{""session"":""4b8af32b1647f9c2c6e18bc6af146187bb1d9bac7991f72135dce165d3d0c7dd"",""viewport"":{""width"":1434,""height"":776},""started_at"":""2016-12-27T20:49:33.008Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-27T20:49:39.859Z"",""live_project"":false,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":818,""clientHeight"":614,""naturalWidth"":1024,""naturalHeight"":768}]}","[{""task"":""T0"",""task_label"":""Circle this image for street smoothness, defects and/or line-markings."",""value"":[{""r"":60.94035012199142,""x"":540.5248205284863,""y"":385.3881166946693,""tool"":2,""angle"":-19.179008025810763,""frame"":0,""details"":[],""tool_label"":""Street markings""},{""r"":61.80769046988948,""x"":596.8315258897205,""y"":476.7301053917825,""tool"":2,""angle"":-21.370622269343198,""frame"":0,""details"":[],""tool_label"":""Street markings""},{""r"":65.6643380637169,""x"":670.6558729188941,""y"":584.3384756376967,""tool"":2,""angle"":-30.963756532073493,""frame"":0,""details"":[],""tool_label"":""Street markings""}]}]","{""5043135"":{""retired"":null,""Filename"":""1460817514.8.jpg""}}",5043135
23866039,not-logged-in-a9ea34ccb4209d0a10f8,,a9ea34ccb4209d0a10f8,3093,MAIN,65.54,2016-12-27 20:49:54 UTC,,,"{""session"":""4b8af32b1647f9c2c6e18bc6af146187bb1d9bac7991f72135dce165d3d0c7dd"",""viewport"":{""width"":1434,""height"":776},""started_at"":""2016-12-27T20:49:41.250Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-27T20:49:54.713Z"",""live_project"":false,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":818,""clientHeight"":614,""naturalWidth"":1024,""naturalHeight"":768}]}","[{""task"":""T0"",""task_label"":""Circle this image for street smoothness, defects and/or line-markings."",""value"":[{""r"":135.0085895558566,""x"":257.74003360317704,""y"":541.7956315869864,""tool"":3,""angle"":-34.42647658143909,""frame"":0,""details"":[],""tool_label"":""Shadows""},{""r"":122.03475217011558,""x"":628.113028868184,""y"":359.11165419276006,""tool"":0,""angle"":-28.1416012322617,""frame"":0,""details"":[],""tool_label"":""Smooth - No defects \u0026 No Shadows""}]}]","{""5042223"":{""retired"":null,""Filename"":""1460816514.6.jpg""}}",5042223
23866047,not-logged-in-a9ea34ccb4209d0a10f8,,a9ea34ccb4209d0a10f8,3093,MAIN,65.54,2016-12-27 20:50:01 UTC,,,"{""session"":""4b8af32b1647f9c2c6e18bc6af146187bb1d9bac7991f72135dce165d3d0c7dd"",""viewport"":{""width"":1434,""height"":776},""started_at"":""2016-12-27T20:49:55.823Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-27T20:50:01.323Z"",""live_project"":false,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":800,""clientHeight"":600,""naturalWidth"":800,""naturalHeight"":600}]}","[{""task"":""T0"",""task_label"":""Circle this image for street smoothness, defects and/or line-markings."",""value"":[{""r"":150.65523555456014,""x"":338.796875,""y"":390,""tool"":0,""angle"":-46.34472438870233,""frame"":0,""details"":[],""tool_label"":""Smooth - No defects \u0026 No Shadows""}]}]","{""5047777"":{""retired"":null,""Filename"":""1461940070.0.jpg""}}",5047777
23866208,not-logged-in-48a5b5f532fbf8883e1e,,48a5b5f532fbf8883e1e,3093,MAIN,65.54,2016-12-27 20:53:00 UTC,,,"{""session"":""cd968b8803ac18b59cd12ebb239893cecf44ee758d2ed61cdbfea02aaeebd247"",""viewport"":{""width"":1393,""height"":803},""started_at"":""2016-12-27T20:52:02.639Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"",""utc_offset"":""-19800"",""finished_at"":""2016-12-27T20:52:59.097Z"",""live_project"":false,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":765,""clientHeight"":574,""naturalWidth"":800,""naturalHeight"":600}]}","[{""task"":""T0"",""task_label"":""Circle this image for street smoothness, defects and/or line-markings."",""value"":[{""r"":32.14787249821291,""x"":407.962321710816,""y"":29.486771957337886,""tool"":0,""angle"":-107.81888659451185,""frame"":0,""details"":[],""tool_label"":""Smooth - No defects \u0026 No Shadows""},{""r"":123.25260906962062,""x"":492.87968746383973,""y"":69.03464807147526,""tool"":0,""angle"":-83.17653796056064,""frame"":0,""details"":[],""tool_label"":""Smooth - No defects \u0026 No Shadows""},{""r"":38.0742278149363,""x"":209.41925364475227,""y"":334.71344519503157,""tool"":0,""angle"":-37.184707920974155,""frame"":0,""details"":[],""tool_label"":""Smooth - No defects \u0026 No Shadows""}]}]","{""5046288"":{""retired"":null,""Filename"":""1461938469.2.jpg""}}",5046288
23870943,not-logged-in-a659564897c7b0bed42a,,a659564897c7b0bed42a,3093,MAIN,65.54,2016-12-27 22:26:15 UTC,,,"{""session"":""20ac577421deb6abc2c4fe1619404b6d66fecac427155d9d8ad2bdd9ad3ca08a"",""viewport"":{""width"":1434,""height"":776},""started_at"":""2016-12-27T22:25:42.454Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-27T22:26:16.821Z"",""live_project"":false,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":800,""clientHeight"":600,""naturalWidth"":800,""naturalHeight"":600}]}","[{""task"":""T0"",""task_label"":""Circle this image for street smoothness, defects and/or line-markings."",""value"":[{""r"":134.18271125595876,""x"":589.796875,""y"":320,""tool"":1,""angle"":-62.48010756904983,""frame"":0,""details"":[{""value"":[2]}],""tool_label"":""Not Smooth - Road has defects. Please mark the defect.""}]}]","{""5050024"":{""retired"":null,""Filename"":""1461429048.6.jpg""}}",5050024
23870949,not-logged-in-a659564897c7b0bed42a,,a659564897c7b0bed42a,3093,MAIN,65.54,2016-12-27 22:26:35 UTC,,,"{""session"":""20ac577421deb6abc2c4fe1619404b6d66fecac427155d9d8ad2bdd9ad3ca08a"",""viewport"":{""width"":1434,""height"":776},""started_at"":""2016-12-27T22:26:19.946Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-27T22:26:37.147Z"",""live_project"":false,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":800,""clientHeight"":600,""naturalWidth"":800,""naturalHeight"":600}]}","[{""task"":""T0"",""task_label"":""Circle this image for street smoothness, defects and/or line-markings."",""value"":[{""r"":39.6232255123179,""x"":754.796875,""y"":268,""tool"":2,""angle"":-42.954591511112774,""frame"":0,""details"":[],""tool_label"":""Street markings""},{""r"":198.79889335708083,""x"":478.796875,""y"":313,""tool"":0,""angle"":-46.83446903239175,""frame"":0,""details"":[],""tool_label"":""Smooth - No defects \u0026 No Shadows""}]}]","{""5045417"":{""retired"":null,""Filename"":""1461937224.2.jpg""}}",5045417
23870961,not-logged-in-a659564897c7b0bed42a,,a659564897c7b0bed42a,3093,MAIN,65.54,2016-12-27 22:26:58 UTC,,,"{""session"":""20ac577421deb6abc2c4fe1619404b6d66fecac427155d9d8ad2bdd9ad3ca08a"",""viewport"":{""width"":1434,""height"":776},""started_at"":""2016-12-27T22:26:38.456Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-27T22:26:59.202Z"",""live_project"":false,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":800,""clientHeight"":600,""naturalWidth"":800,""naturalHeight"":600}]}","[{""task"":""T0"",""task_label"":""Circle this image for street smoothness, defects and/or line-markings."",""value"":[{""r"":43.18564576337837,""x"":762.796875,""y"":239,""tool"":1,""angle"":-47.81555668421123,""frame"":0,""details"":[{""value"":[1]}],""tool_label"":""Not Smooth - Road has defects. Please mark the defect.""},{""r"":145.04137340772803,""x"":491.796875,""y"":389,""tool"":0,""angle"":-43.04431860247711,""frame"":0,""details"":[],""tool_label"":""Smooth - No defects \u0026 No Shadows""},{""r"":50.53711507397311,""x"":271.796875,""y"":145,""tool"":1,""angle"":-62.927919762007235,""frame"":0,""details"":[{""value"":[2]}],""tool_label"":""Not Smooth - Road has defects. Please mark the defect.""}]}]","{""5047160"":{""retired"":null,""Filename"":""1461939409.8.jpg""}}",5047160
